customer_id,churned,ltv_actual,monthly_charges,tenure_months,churn_probability,predicted_ltv,revenue_at_risk,risk_tier
CUST100110336,0,574.46,62.17,41,0.059,670.77,39.55,low
CUST100035944,0,546.63,49.36,56,0.083,497.94,41.31,low
CUST100048423,0,593.79,45.82,64,0.0463,601.32,27.82,low
CUST100196545,0,1358.31,103.6,15,0.0517,1272.5,65.74,low
CUST100166904,0,1049.53,104.72,11,0.0535,1148.44,61.44,low
CUST100130596,0,923.46,61.29,39,0.0487,748.48,36.47,low
CUST100124609,0,305.03,95.71,24,0.7757,195.28,151.49,high
CUST100172516,0,1062.54,90.11,9,0.0548,876.65,48.0,low
CUST100026162,1,46.62,97.26,30,0.9293,52.42,48.71,critical
CUST100158310,0,961.41,89.93,71,0.0847,895.57,75.85,low
CUST100044406,1,157.25,97.18,30,0.758,234.87,178.03,high
CUST100181418,1,58.23,114.22,15,0.7422,206.62,153.34,high
CUST100058245,0,496.71,49.95,64,0.0468,604.71,28.28,low
CUST100025481,0,1374.13,119.48,64,0.0937,1116.23,104.64,low
CUST100154299,0,285.08,110.06,16,0.8264,120.17,99.32,high
CUST100146465,0,867.24,104.98,40,0.3048,912.39,278.14,medium
CUST100111796,1,83.9,77.2,52,0.3256,338.92,110.34,medium
CUST100158288,0,509.29,33.42,62,0.0678,319.21,21.63,low
CUST100075294,0,1603.82,134.58,35,0.1118,1215.43,135.85,low
CUST100083244,0,1039.8,127.83,49,0.0581,1274.44,74.09,low
CUST100038619,0,1607.39,110.08,50,0.0463,1427.41,66.04,low
CUST100080811,1,157.21,95.95,66,0.8314,158.41,131.7,high
CUST100066706,1,64.08,92.56,28,0.5738,373.58,214.34,medium
CUST100032492,1,60.14,92.97,30,0.2354,603.88,142.15,low
CUST100151712,1,22.61,88.82,59,0.1551,680.38,105.55,low
CUST100124567,0,2044.38,122.92,69,0.0477,1574.58,75.11,low
CUST100189110,0,939.39,79.32,49,0.0472,986.11,46.54,low
CUST100142341,0,1593.21,130.6,44,0.0729,1281.94,93.44,low
CUST100186938,0,566.08,68.11,69,0.0466,877.99,40.93,low
CUST100034966,0,265.69,52.17,15,0.7116,73.0,51.95,high
CUST100067516,0,682.66,102.26,36,0.2354,795.35,187.23,low
CUST100103869,0,1006.2,89.38,37,0.047,1127.43,52.94,low
CUST100102636,0,1023.54,100.85,63,0.0461,1335.96,61.63,low
CUST100140039,0,882.66,115.8,45,0.0641,1218.51,78.07,low
CUST100103193,1,80.04,91.71,36,0.3921,477.64,187.27,medium
CUST100015051,0,451.88,63.19,17,0.3997,298.95,119.5,medium
CUST100144056,1,33.84,131.81,17,0.9349,73.3,68.53,critical
CUST100087135,1,131.27,112.57,30,0.0643,1275.08,81.94,low
CUST100058814,1,28.49,69.03,30,0.1329,576.85,76.68,low
CUST100068727,0,818.44,67.1,46,0.0542,864.91,46.92,low
CUST100114505,0,949.17,85.19,12,0.2131,503.46,107.29,low
CUST100175944,0,583.47,68.42,63,0.1049,707.36,74.21,low
CUST100006727,1,127.4,86.04,43,0.5177,467.57,242.07,medium
CUST100018782,0,935.87,80.58,30,0.0532,871.66,46.37,low
CUST100033006,1,42.23,65.48,20,0.3996,222.06,88.73,medium
CUST100197591,1,109.45,106.05,6,0.9367,77.21,72.32,critical
CUST100053078,0,1096.82,104.63,32,0.1057,1098.9,116.18,low
CUST100050092,0,638.15,122.82,52,0.5254,627.17,329.52,medium
CUST100026834,0,1388.58,97.82,69,0.0483,1252.89,60.5,low
CUST100087355,0,821.44,96.34,61,0.1309,817.12,106.92,low
CUST100196153,0,1474.3,94.01,15,0.0537,1144.56,61.47,low
CUST100061852,0,1380.43,104.98,46,0.1313,884.18,116.11,low
CUST100139180,0,1436.98,88.39,57,0.0579,1009.92,58.47,low
CUST100063849,0,1523.64,91.87,47,0.0541,1073.83,58.14,low
CUST100092369,0,739.45,57.27,36,0.0532,741.28,39.46,low
CUST100149316,1,127.2,100.07,19,0.2312,571.6,132.15,low
CUST100105956,0,699.14,48.38,52,0.0475,603.81,28.71,low
CUST100084632,0,1203.86,105.4,65,0.0522,1191.49,62.25,low
CUST100160533,1,76.38,51.81,5,0.9258,59.16,54.77,critical
CUST100137070,0,1011.75,102.85,55,0.0493,1159.62,57.16,low
CUST100184752,0,394.53,68.22,8,0.3126,461.77,144.35,medium
CUST100006664,0,1309.86,98.88,50,0.0466,1287.03,59.95,low
CUST100198831,1,49.08,95.69,30,0.1353,828.89,112.16,low
CUST100001394,0,1690.45,117.53,16,0.0584,1250.51,73.0,low
CUST100036667,0,851.95,99.47,71,0.0475,1255.5,59.63,low
CUST100172152,0,822.29,91.02,31,0.0521,1120.92,58.37,low
CUST100007514,1,142.67,119.98,21,0.9318,89.82,83.7,critical
CUST100124625,1,111.3,122.13,6,0.9481,128.7,122.02,critical
CUST100027249,0,565.01,61.51,4,0.2389,480.68,114.81,low
CUST100113893,0,945.35,98.31,30,0.0986,970.67,95.73,low
CUST100056790,0,1140.54,83.04,59,0.0613,869.74,53.29,low
CUST100082489,1,139.69,87.49,5,0.3797,398.93,151.47,medium
CUST100152451,0,678.13,95.65,18,0.305,594.59,181.35,medium
CUST100082756,1,106.14,90.67,6,0.9244,102.57,94.82,critical
CUST100084426,1,115.32,86.36,35,0.0748,1004.65,75.19,low
CUST100102728,0,836.73,63.49,15,0.0519,817.23,42.39,low
CUST100106024,1,183.7,128.09,50,0.8232,291.5,239.96,high
CUST100192721,1,55.36,110.18,44,0.4844,539.73,261.45,medium
CUST100158854,0,717.74,48.31,71,0.0465,601.44,27.94,low
CUST100106678,0,828.65,106.71,34,0.0476,1359.8,64.78,low
CUST100103986,0,538.61,52.82,47,0.0466,722.68,33.69,low
CUST100099647,0,940.82,91.13,26,0.058,890.19,51.65,low
CUST100126910,1,37.99,71.67,36,0.8631,86.13,74.35,critical
CUST100188680,0,460.29,68.67,42,0.4998,295.25,147.58,medium
CUST100097483,0,581.8,114.05,25,0.3316,562.83,186.62,medium
CUST100068061,1,80.08,106.42,24,0.9406,80.98,76.17,critical
CUST100018909,0,657.71,95.21,39,0.106,856.72,90.84,low
CUST100095790,0,661.28,94.16,1,0.2213,783.23,173.32,low
CUST100061376,0,753.07,101.39,6,0.0577,1128.18,65.04,low
CUST100025544,0,1073.26,104.55,18,0.0627,1032.78,64.73,low
CUST100103327,0,926.12,62.92,42,0.0527,823.96,43.44,low
CUST100089637,0,696.29,77.5,56,0.0587,981.58,57.63,low
CUST100118401,0,640.83,83.95,67,0.062,712.8,44.18,low
CUST100006607,0,1392.82,87.94,72,0.0471,1115.8,52.5,low
CUST100015182,0,1694.83,98.05,45,0.0504,1210.05,60.99,low
CUST100179464,0,1522.66,102.22,67,0.0789,944.59,74.51,low
CUST100060452,0,115.92,60.58,21,0.7213,105.13,75.83,high
CUST100024715,0,1821.34,113.47,18,0.0518,1393.02,72.19,low
CUST100039386,1,98.44,88.06,23,0.7285,156.05,113.69,high
CUST100024815,0,389.34,40.68,15,0.1318,331.94,43.75,low
CUST100011425,0,1113.71,71.41,71,0.0465,952.62,44.31,low
CUST100058102,1,83.64,87.21,17,0.8445,114.06,96.32,high
CUST100170627,0,1093.31,118.72,26,0.4503,726.81,327.3,medium
CUST100058229,0,986.28,73.66,64,0.0522,941.82,49.12,low
CUST100158040,0,779.67,99.04,71,0.0583,1068.6,62.27,low
CUST100026795,1,29.49,81.92,29,0.9095,203.43,185.02,critical
CUST100011946,1,120.38,98.0,35,0.896,91.88,82.33,critical
CUST100108407,0,1514.85,104.0,32,0.0478,1378.78,65.91,low
CUST100084336,0,901.89,90.59,53,0.4437,424.19,188.19,medium
CUST100072058,0,1251.76,103.32,46,0.0467,1321.68,61.78,low
CUST100016095,0,702.42,88.25,71,0.0615,1052.93,64.71,low
CUST100026312,0,744.51,65.84,34,0.0479,845.95,40.49,low
CUST100137122,0,884.06,80.38,18,0.0485,1043.91,50.67,low
CUST100095900,0,1143.69,114.33,21,0.1165,1070.16,124.72,low
CUST100112090,0,648.05,95.38,43,0.0729,974.14,70.98,low
CUST100132950,0,719.37,75.82,30,0.2621,413.89,108.48,low
CUST100176926,0,1084.42,124.07,56,0.0489,1452.88,70.99,low
CUST100038438,0,1057.43,67.93,22,0.049,923.22,45.22,low
CUST100158160,0,801.49,92.03,33,0.0812,915.61,74.34,low
CUST100107730,0,704.38,92.11,64,0.0477,1166.95,55.7,low
CUST100071603,0,634.2,73.83,37,0.0838,787.88,65.99,low
CUST100048063,1,99.24,81.69,26,0.4911,241.17,118.45,medium
CUST100023465,0,696.75,89.67,70,0.046,1172.27,53.96,low
CUST100061274,1,40.22,103.34,42,0.0911,1182.68,107.76,low
CUST100006555,1,103.08,94.65,39,0.0877,985.53,86.4,low
CUST100057997,1,67.13,108.09,41,0.8846,85.43,75.58,critical
CUST100053376,0,373.9,38.05,37,0.0891,364.55,32.5,low
CUST100138391,0,899.57,61.67,46,0.0594,722.75,42.94,low
CUST100102724,0,1168.21,100.83,58,0.2519,680.96,171.56,low
CUST100027973,1,171.38,105.94,5,0.5416,442.87,239.87,medium
CUST100199323,0,1720.02,105.81,59,0.0646,1186.42,76.7,low
CUST100035765,0,684.88,66.43,39,0.0636,703.74,44.74,low
CUST100195757,1,8.97,27.88,9,0.9398,18.87,17.73,critical
CUST100132461,0,242.06,103.34,15,0.7184,188.86,135.68,high
CUST100185444,0,1247.99,105.77,62,0.065,1225.36,79.63,low
CUST100083100,0,742.43,67.33,53,0.0479,827.33,39.67,low
CUST100145867,0,747.42,90.56,57,0.0465,1167.0,54.29,low
CUST100089044,0,1116.43,105.78,57,0.0466,1320.17,61.55,low
CUST100043092,1,143.74,86.25,8,0.7616,139.63,106.34,high
CUST100090101,0,322.12,36.07,30,0.0679,532.27,36.13,low
CUST100148291,1,38.68,98.97,48,0.0975,720.46,70.22,low
CUST100050725,1,55.27,93.39,13,0.5099,350.02,178.47,medium
CUST100177234,0,732.01,109.64,62,0.1453,876.8,127.36,low
CUST100161467,1,14.89,64.23,15,0.4143,218.89,90.68,medium
CUST100166193,0,592.51,89.5,63,0.3001,498.31,149.53,medium
CUST100046865,0,1384.93,120.04,67,0.0475,1538.19,72.99,low
CUST100143978,1,30.66,27.1,26,0.2048,139.16,28.5,low
CUST100059245,1,56.11,76.7,56,0.712,253.74,180.67,high
CUST100184703,1,116.57,78.12,8,0.1026,789.61,81.05,low
CUST100065576,0,1192.86,112.38,38,0.1131,985.17,111.4,low
CUST100109437,0,1333.08,121.79,66,0.0483,1449.35,70.07,low
CUST100031596,0,67.79,90.81,8,0.8064,6.15,4.96,high
CUST100153480,0,797.88,97.3,45,0.0811,1025.59,83.16,low
CUST100007241,0,455.12,47.19,45,0.0563,589.05,33.18,low
CUST100164251,0,1249.81,85.19,31,0.0463,1154.71,53.43,low
CUST100168030,0,760.09,77.83,21,0.088,743.59,65.43,low
CUST100020853,1,49.92,57.39,9,0.9177,53.4,49.0,critical
CUST100154607,0,102.66,62.46,21,0.7158,91.88,65.77,high
CUST100156005,0,1006.66,79.91,2,0.1072,794.7,85.23,low
CUST100068925,0,614.26,47.11,67,0.046,583.82,26.84,low
CUST100116739,0,958.81,105.22,24,0.2676,579.49,155.05,low
CUST100151807,1,36.13,94.42,37,0.2038,736.47,150.08,low
CUST100026317,0,1323.55,86.23,64,0.0656,1034.31,67.86,low
CUST100094916,0,655.91,58.18,20,0.1011,475.71,48.12,low
CUST100184899,0,1133.44,113.18,16,0.0511,1304.11,66.7,low
CUST100092665,0,1324.63,120.81,63,0.0475,1540.14,73.17,low
CUST100144213,1,122.32,99.14,29,0.9023,93.31,84.19,critical
CUST100025928,0,998.45,110.79,64,0.0466,1372.25,63.88,low
CUST100020550,0,854.74,80.74,23,0.225,529.1,119.04,low
CUST100028611,0,1495.04,100.85,34,0.068,1115.05,75.8,low
CUST100065802,0,984.71,67.27,50,0.0483,860.59,41.61,low
CUST100133890,0,430.28,49.15,11,0.056,529.54,29.64,low
CUST100045660,0,637.03,69.65,14,0.0677,715.22,48.42,low
CUST100087633,1,49.74,106.48,23,0.8948,115.82,103.64,critical
CUST100182347,0,936.99,87.12,67,0.1216,863.31,105.01,low
CUST100143892,0,1084.07,96.43,8,0.1281,849.35,108.8,low
CUST100015337,1,100.88,79.99,46,0.8327,128.87,107.31,high
CUST100035240,0,255.81,111.08,11,0.7668,177.01,135.73,high
CUST100004580,0,600.11,73.84,14,0.0791,761.02,60.17,low
CUST100044517,1,111.63,74.72,3,0.8026,112.46,90.26,high
CUST100038044,0,482.99,57.61,27,0.0566,604.67,34.21,low
CUST100044002,1,108.44,122.35,5,0.6199,477.88,296.22,high
CUST100121490,0,1439.32,82.53,60,0.0508,1025.39,52.06,low
CUST100009436,1,94.62,93.69,5,0.9189,92.76,85.24,critical
CUST100107744,1,38.45,119.5,41,0.7245,257.15,186.31,high
CUST100042384,0,874.62,114.97,29,0.0502,1374.92,69.07,low
CUST100080163,0,1093.84,111.01,41,0.0496,1239.64,61.51,low
CUST100012877,0,1028.85,61.47,62,0.0476,838.55,39.88,low
CUST100066987,0,797.62,126.17,49,0.5437,667.32,362.8,medium
CUST100065150,1,72.25,132.44,30,0.7145,444.84,317.83,high
CUST100196670,0,736.89,69.8,4,0.1343,660.37,88.69,low
CUST100149494,1,75.79,51.59,3,0.9327,17.61,16.42,critical
CUST100027227,0,230.86,29.35,51,0.0993,223.61,22.2,low
CUST100193373,1,125.74,113.63,20,0.0912,1065.85,97.2,low
CUST100076868,1,85.45,101.47,43,0.8222,238.95,196.47,high
CUST100112506,1,59.1,58.79,17,0.814,100.87,82.11,high
CUST100147798,0,754.45,84.67,14,0.2607,411.88,107.36,low
CUST100151442,0,1174.63,116.2,39,0.1145,1099.85,125.93,low
CUST100179834,0,1935.53,111.59,44,0.0479,1364.91,65.43,low
CUST100118274,1,53.39,75.49,26,0.8366,114.2,95.54,high
CUST100117793,0,838.2,70.86,55,0.0689,775.9,53.46,low
CUST100078624,1,70.8,68.19,24,0.8613,37.57,32.36,critical
CUST100084456,1,48.92,37.78,46,0.8763,58.53,51.29,critical
CUST100097294,0,1092.96,76.54,38,0.0477,973.98,46.44,low
CUST100026291,0,171.9,51.48,2,0.8024,69.06,55.41,high
CUST100022407,1,132.74,118.99,13,0.9276,127.43,118.2,critical
CUST100059936,0,987.04,116.9,49,0.0601,1240.2,74.5,low
CUST100003255,0,417.93,44.81,14,0.1517,324.69,49.25,low
CUST100159133,0,604.81,57.62,65,0.0505,664.43,33.57,low
CUST100047392,0,509.72,63.69,42,0.0952,616.31,58.65,low
CUST100090141,1,61.12,109.85,18,0.8971,115.5,103.61,critical
CUST100162914,0,1471.57,108.27,56,0.0507,1314.01,66.58,low
CUST100122229,1,104.61,92.18,18,0.8851,90.25,79.89,critical
CUST100055590,1,55.24,50.26,32,0.8118,66.04,53.61,high
CUST100115831,0,1276.0,139.88,50,0.0479,1597.17,76.45,low
CUST100105226,1,77.81,78.25,6,0.8477,39.85,33.78,high
CUST100027623,1,159.51,96.11,51,0.5484,318.52,174.68,medium
CUST100004169,0,1028.34,115.94,49,0.0582,1248.01,72.59,low
CUST100108674,0,517.22,89.3,43,0.4225,481.9,203.62,medium
CUST100159348,0,216.61,77.88,56,0.7771,149.0,115.79,high
CUST100094401,0,787.45,95.47,44,0.0966,868.69,83.9,low
CUST100041775,1,123.96,124.83,24,0.9229,103.18,95.22,critical
CUST100123675,1,34.85,94.92,2,0.9028,80.8,72.94,critical
CUST100055871,0,667.43,108.51,22,0.3148,822.04,258.81,medium
CUST100022956,0,925.55,109.86,50,0.231,796.77,184.06,low
CUST100094475,1,15.88,72.44,10,0.7987,114.7,91.61,high
CUST100030512,0,782.24,113.87,36,0.3616,651.35,235.55,medium
CUST100001953,0,415.48,119.86,34,0.7048,387.45,273.07,high
CUST100181271,0,1364.55,121.19,17,0.0503,1447.34,72.74,low
CUST100049484,0,363.06,44.42,46,0.189,388.64,73.45,low
CUST100125721,0,1108.93,69.5,61,0.0865,714.21,61.77,low
CUST100039295,1,86.18,89.55,23,0.0987,909.87,89.8,low
CUST100191313,0,848.74,122.37,8,0.2216,818.8,181.48,low
CUST100181090,1,143.85,113.84,44,0.9109,95.8,87.27,critical
CUST100050578,0,376.53,49.4,38,0.149,409.34,61.0,low
CUST100085182,0,826.36,74.57,63,0.046,923.74,42.51,low
CUST100033203,1,189.79,117.86,18,0.8273,290.82,240.61,high
CUST100101995,0,1144.46,93.2,30,0.0736,1016.59,74.82,low
CUST100172814,1,70.66,73.61,22,0.6253,194.56,121.66,high
CUST100158728,0,1356.78,95.49,38,0.0514,1189.78,61.1,low
CUST100014685,0,809.07,78.42,64,0.0488,906.55,44.21,low
CUST100188198,0,675.12,92.32,53,0.0891,864.01,76.94,low
CUST100121408,0,1851.02,118.65,68,0.0522,1351.59,70.5,low
CUST100042412,1,121.3,74.69,7,0.9437,61.84,58.36,critical
CUST100049820,0,712.3,50.45,63,0.0603,645.57,38.9,low
CUST100173147,0,1132.09,89.93,45,0.0505,1134.48,57.28,low
CUST100098389,0,1396.61,132.05,33,0.146,1198.61,174.98,low
CUST100124899,1,99.37,61.22,35,0.4181,563.27,235.48,medium
CUST100088331,0,762.84,88.62,50,0.2331,396.76,92.5,low
CUST100052842,0,468.9,98.45,42,0.6035,388.27,234.31,high
CUST100072280,0,765.46,63.68,21,0.0961,624.45,60.01,low
CUST100082601,1,134.46,87.57,2,0.9356,112.31,105.08,critical
CUST100179602,0,871.99,95.24,68,0.0521,1224.69,63.79,low
CUST100095565,1,141.98,88.4,44,0.863,130.62,112.73,critical
CUST100050600,0,1456.33,124.41,32,0.0814,1159.4,94.34,low
CUST100111186,1,138.49,88.83,39,0.672,499.75,335.82,high
CUST100049904,0,195.59,79.79,46,0.7902,200.33,158.3,high
CUST100062960,0,713.99,84.08,56,0.0475,1051.56,49.98,low
CUST100073550,0,1173.27,125.16,24,0.3777,697.65,263.53,medium
CUST100100808,1,57.0,79.82,32,0.8881,131.48,116.77,critical
CUST100189364,0,1160.21,84.42,26,0.0868,892.25,77.46,low
CUST100123063,1,16.27,69.94,66,0.6092,137.48,83.76,high
CUST100001572,0,1392.28,111.34,53,0.0471,1393.06,65.65,low
CUST100040922,0,1938.94,117.42,34,0.0601,1344.53,80.86,low
CUST100176254,0,1986.75,151.67,5,0.0678,1377.4,93.45,low
CUST100086880,0,352.11,133.76,46,0.7861,276.87,217.64,high
CUST100077090,0,1161.57,78.04,60,0.0465,1053.94,48.99,low
CUST100153902,0,511.9,50.95,9,0.144,455.84,65.66,low
CUST100109991,1,110.1,78.59,41,0.8024,270.03,216.66,high
CUST100104952,0,52.15,111.12,6,0.9218,81.64,75.26,critical
CUST100195130,1,117.14,122.82,44,0.8439,200.23,168.97,high
CUST100146185,1,167.39,106.0,21,0.429,501.49,215.13,medium
CUST100069663,0,899.29,98.51,16,0.1103,816.17,90.06,low
CUST100073380,0,434.02,32.71,58,0.055,404.22,22.21,low
CUST100048505,1,31.59,37.45,37,0.0543,491.29,26.67,low
CUST100134303,1,86.78,110.88,41,0.3498,797.08,278.84,medium
CUST100046391,0,611.97,132.14,6,0.4469,733.89,327.98,medium
CUST100122177,0,534.24,40.0,16,0.1083,394.06,42.68,low
CUST100062779,0,872.26,124.21,44,0.3248,763.7,248.03,medium
CUST100195352,0,1021.29,78.08,48,0.052,933.66,48.5,low
CUST100180133,1,71.86,113.91,24,0.8012,395.22,316.67,high
CUST100021521,0,1128.9,109.9,14,0.1853,673.06,124.73,low
CUST100108784,0,1118.78,121.38,7,0.1626,790.98,128.6,low
CUST100184162,0,1139.64,95.36,36,0.0686,1088.28,74.7,low
CUST100099118,1,75.73,80.91,37,0.4603,375.78,172.98,medium
CUST100093718,0,1535.26,96.84,65,0.0505,1305.58,65.88,low
CUST100044722,0,1353.16,110.01,3,0.1777,640.09,113.76,low
CUST100018802,1,127.27,114.66,46,0.811,250.06,202.79,high
CUST100020712,0,887.76,72.35,55,0.0629,823.06,51.79,low
CUST100155953,1,124.85,89.04,1,0.8992,100.62,90.47,critical
CUST100067456,1,55.57,126.82,29,0.1232,987.07,121.64,low
CUST100008268,1,33.95,50.39,11,0.3093,224.95,69.58,medium
CUST100066543,1,69.51,95.23,55,0.1841,873.9,160.89,low
CUST100096299,0,654.79,88.3,23,0.0584,1028.31,60.08,low
CUST100138439,1,67.43,111.69,53,0.7025,346.78,243.6,high
CUST100011193,0,735.85,46.88,66,0.046,607.98,27.99,low
CUST100098301,1,148.81,140.22,39,0.6365,784.22,499.19,high
CUST100133530,0,1295.24,106.34,62,0.0511,1303.9,66.66,low
CUST100094861,0,708.87,72.34,49,0.0559,845.03,47.24,low
CUST100112075,0,539.16,102.34,59,0.4342,527.86,229.2,medium
CUST100081614,0,188.06,133.64,13,0.8358,214.48,179.26,high
CUST100085508,1,63.23,76.15,9,0.4274,444.37,189.92,medium
CUST100182552,0,905.87,107.07,33,0.0554,1144.24,63.43,low
CUST100074432,1,110.05,107.9,67,0.8406,186.32,156.61,high
CUST100035472,0,181.92,31.36,12,0.1317,222.82,29.34,low
CUST100065925,0,872.2,94.05,30,0.1763,789.04,139.14,low
CUST100146395,0,815.33,117.02,18,0.1078,1022.45,110.21,low
CUST100151686,0,56.18,62.62,15,0.9274,29.47,27.33,critical
CUST100103787,0,783.4,70.36,21,0.0463,960.39,44.5,low
CUST100077272,0,914.19,96.65,19,0.1124,742.36,83.44,low
CUST100162559,1,144.31,110.39,5,0.8487,111.65,94.75,high
CUST100045842,0,466.45,64.91,18,0.0698,710.58,49.61,low
CUST100034814,0,520.13,67.26,43,0.213,377.32,80.37,low
CUST100097166,1,34.02,97.14,35,0.6347,519.07,329.44,high
CUST100032653,0,828.5,87.87,43,0.052,1119.26,58.16,low
CUST100062958,0,939.93,115.27,49,0.0479,1422.67,68.08,low
CUST100059580,0,584.15,42.04,1,0.0702,439.2,30.82,low
CUST100070984,0,581.06,51.36,57,0.0876,486.11,42.57,low
CUST100073445,0,970.05,68.44,52,0.0501,865.18,43.36,low
CUST100062305,0,92.33,100.39,1,0.8983,88.54,79.53,critical
CUST100038554,1,30.86,115.18,44,0.6838,547.53,374.42,high
CUST100031555,0,1184.79,75.42,72,0.0491,964.41,47.37,low
CUST100093534,1,17.13,64.49,28,0.9323,0.0,0.0,critical
CUST100055853,0,759.33,98.42,10,0.3161,545.13,172.31,medium
CUST100120799,1,41.9,89.11,20,0.7029,321.47,225.96,high
CUST100103548,0,1775.53,116.0,60,0.0759,1205.02,91.51,low
CUST100050377,0,1179.09,98.82,67,0.0484,1223.17,59.2,low
CUST100144238,0,263.91,83.46,5,0.6467,150.5,97.33,high
CUST100083311,0,1559.09,108.3,60,0.0528,1331.44,70.34,low
CUST100099940,0,445.22,65.78,56,0.0842,498.07,41.94,low
CUST100156686,0,371.15,60.55,51,0.2957,263.27,77.85,low
CUST100008066,1,27.79,105.35,16,0.8979,307.79,276.37,critical
CUST100040416,0,832.03,103.26,47,0.1397,904.8,126.4,low
CUST100177787,1,56.33,94.77,16,0.809,139.44,112.81,high
CUST100045327,0,1232.11,95.2,32,0.0529,1193.45,63.18,low
CUST100071327,0,1038.9,104.62,53,0.1748,773.43,135.21,low
CUST100173297,0,1144.48,121.6,56,0.0666,1272.58,84.73,low
CUST100169750,0,1236.28,121.8,71,0.075,1258.93,94.48,low
CUST100075885,1,138.55,109.7,3,0.9256,69.15,64.0,critical
CUST100171732,0,1279.38,88.08,62,0.0717,941.04,67.48,low
CUST100067153,1,30.27,55.84,6,0.6559,225.88,148.15,high
CUST100052984,0,718.12,65.83,42,0.0504,733.06,36.93,low
CUST100167098,0,816.21,104.59,9,0.0598,921.52,55.12,low
CUST100061985,1,15.47,41.53,36,0.3167,270.18,85.56,medium
CUST100032820,0,1620.65,113.72,15,0.0739,1161.77,85.81,low
CUST100026554,0,880.77,75.11,59,0.0689,793.51,54.67,low
CUST100031281,1,33.45,43.33,3,0.9154,118.66,108.62,critical
CUST100030600,0,261.45,103.95,28,0.7742,186.68,144.53,high
CUST100112676,1,115.76,81.03,9,0.9195,67.82,62.37,critical
CUST100143396,0,754.94,56.43,46,0.0465,698.24,32.47,low
CUST100031703,0,961.0,71.36,19,0.0489,936.0,45.75,low
CUST100066185,1,127.74,94.91,32,0.3517,654.73,230.29,medium
CUST100056788,0,314.46,73.19,12,0.8391,124.67,104.61,high
CUST100035505,0,1310.87,89.27,69,0.048,1270.39,60.94,low
CUST100019481,0,1023.19,72.56,37,0.0712,828.41,58.95,low
CUST100177822,1,32.01,62.21,5,0.9426,47.44,44.72,critical
CUST100106886,0,1116.01,79.48,61,0.0461,998.66,46.08,low
CUST100192375,0,167.89,90.36,3,0.8578,77.5,66.48,critical
CUST100076385,0,680.8,86.7,2,0.1769,629.03,111.3,low
CUST100147093,0,902.71,55.08,34,0.0524,768.08,40.24,low
CUST100049900,1,107.53,89.72,20,0.9181,84.02,77.14,critical
CUST100002195,0,1966.61,142.98,59,0.055,1650.44,90.72,low
CUST100142117,0,1159.94,101.65,59,0.0517,1078.58,55.75,low
CUST100057615,0,794.53,50.49,55,0.0467,649.33,30.35,low
CUST100076875,0,1049.92,90.9,70,0.0472,1358.29,64.16,low
CUST100032640,0,1049.25,76.2,52,0.0659,851.5,56.09,low
CUST100126647,0,436.4,56.95,59,0.094,441.02,41.48,low
CUST100058020,0,1049.81,110.16,40,0.0497,1374.93,68.31,low
CUST100189075,0,1410.96,120.13,53,0.05,1445.18,72.24,low
CUST100153382,0,789.54,72.27,55,0.1564,536.96,83.99,low
CUST100146023,0,1494.42,103.44,61,0.0477,1337.85,63.82,low
CUST100162091,0,297.03,28.19,13,0.0474,360.68,17.1,low
CUST100145454,0,351.71,36.73,12,0.0468,483.22,22.63,low
CUST100121336,0,426.01,98.04,61,0.333,655.39,218.25,medium
CUST100071915,0,1177.8,102.39,59,0.1612,719.64,115.98,low
CUST100016915,0,1087.66,73.02,65,0.0724,780.14,56.52,low
CUST100152523,0,963.27,104.45,71,0.0483,1262.24,61.01,low
CUST100119667,0,1415.23,86.32,47,0.0477,1107.75,52.83,low
CUST100111518,0,747.46,70.54,67,0.1709,406.55,69.48,low
CUST100136470,0,888.35,67.09,37,0.0464,882.18,40.9,low
CUST100149216,0,839.55,51.61,65,0.0472,642.5,30.36,low
CUST100068767,0,753.5,55.1,17,0.131,510.54,66.89,low
CUST100042626,1,137.28,131.72,7,0.9342,86.37,80.69,critical
CUST100124211,0,474.27,63.99,6,0.2669,270.52,72.2,low
CUST100151182,0,1023.52,65.22,57,0.0468,833.05,38.95,low
CUST100166813,1,37.32,82.2,19,0.9184,82.28,75.57,critical
CUST100022565,0,1388.57,87.32,37,0.0534,1058.8,56.53,low
CUST100036755,0,1846.51,141.51,33,0.1448,1150.41,166.54,low
CUST100089594,0,822.16,68.59,69,0.0914,554.92,50.74,low
CUST100178169,0,1000.31,105.0,18,0.1158,969.78,112.3,low
CUST100127224,1,139.24,122.57,32,0.186,953.54,177.37,low
CUST100126587,0,829.96,94.79,71,0.1512,586.65,88.7,low
CUST100094186,0,1137.19,91.51,58,0.0558,1073.94,59.87,low
CUST100127064,0,1164.14,96.74,29,0.0566,1165.29,65.97,low
CUST100108964,0,576.3,123.18,25,0.3328,838.98,279.19,medium
CUST100145242,1,130.77,111.0,47,0.646,355.15,229.42,high
CUST100172230,1,81.23,94.99,55,0.628,309.41,194.31,high
CUST100039962,1,214.41,139.07,69,0.2915,948.16,276.39,low
CUST100137336,0,745.77,89.82,21,0.0746,923.79,68.89,low
CUST100078323,0,1110.75,97.48,59,0.0502,1152.39,57.83,low
CUST100160160,1,52.14,76.32,49,0.8013,114.12,91.45,high
CUST100128205,0,964.57,126.83,35,0.0792,1231.06,97.54,low
